"participant";"prime_category";"prime_context";"prime_filename";"target_category";"target_context";"target_filename";"congruency";"mask_contrast";"soa";"iti";"task";"accuracy";"rt"
"16481";"18";"indoor";"livingroom";"SHINEd_livingroom13.jpg";"indoor";"kitchen";"SHINEd_kitchen03.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.4;"vis";"correct";683.379551521284
"16482";"18";"outdoor";"gasstation";"SHINEd_gasstation09.jpg";"outdoor";"tenniscourt";"SHINEd_tenniscourt01.jpg";"congruent";"100% (low prime visibility)";"400 ms";0.85;"vis";"correct";633.380940062125
"16483";"18";"indoor";"church";"SHINEd_church14.jpg";"outdoor";"mountain";"SHINEd_mountains06.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.25;"vis";"wrong";569.405767158969
"16484";"18";"indoor";"corridor";"SHINEd_corridor15.jpg";"indoor";"classroom";"SHINEd_classroom03.jpg";"congruent";"100% (low prime visibility)";"200 ms";0.8;"vis";"correct";535.349406920432
"16485";"18";"indoor";"lobby";"SHINEd_lobby15.jpg";"outdoor";"tenniscourt";"SHINEd_tenniscourt01.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.1;"vis";"correct";561.386042644699
"16486";"18";"outdoor";"bridge";"SHINEd_bridge10.jpg";"outdoor";"playground";"SHINEd_playground03.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.1;"vis";"correct";693.387001340852
"16487";"18";"outdoor";"garden";"SHINEd_garden14.jpg";"indoor";"church";"SHINEd_church05.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.45;"vis";"correct";553.385938806059
"16488";"18";"indoor";"staircase";"SHINEd_staircase05.jpg";"indoor";"livingroom";"SHINEd_livingroom01.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.05;"vis";"correct";657.380044151068
"16489";"18";"indoor";"livingroom";"SHINEd_livingroom13.jpg";"indoor";"kitchen";"SHINEd_kitchen03.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.35;"vis";"correct";729.387619543559
"16490";"18";"indoor";"diningroom";"SHINEd_diningroom13.jpg";"indoor";"classroom";"SHINEd_classroom05.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.15;"vis";"correct";681.370998115199
"16491";"18";"outdoor";"seaport";"SHINEd_seaport14.jpg";"outdoor";"gasstation";"SHINEd_gasstation01.jpg";"congruent";"20% (high prime visibility)";"200 ms";1;"vis";"correct";833.40798640711
"16492";"18";"indoor";"library";"SHINEd_library10.jpg";"indoor";"staircase";"SHINEd_staircase01.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.45;"vis";"correct";593.385552429936
"16493";"18";"indoor";"restaurant";"SHINEd_restaurant04.jpg";"indoor";"bathroom";"SHINEd_bathroom04.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.5;"vis";"correct";671.398865511037
"16494";"18";"indoor";"corridor";"SHINEd_corridor01.jpg";"indoor";"church";"SHINEd_church07.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.35;"vis";"correct";643.401369712592
"16495";"18";"outdoor";"shopfront";"SHINEd_shopfront11.jpg";"indoor";"classroom";"SHINEd_classroom03.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.45;"vis";"wrong";593.432642049265
"16496";"18";"indoor";"lobby";"SHINEd_lobby14.jpg";"indoor";"bar";"SHINEd_bar06.jpg";"congruent";"100% (low prime visibility)";"400 ms";0.85;"vis";"correct";705.400891571117
"16497";"18";"outdoor";"tenniscourt";"SHINEd_tenniscourt08.jpg";"outdoor";"mountain";"SHINEd_mountains06.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.4;"vis";"correct";765.398199010633
"16498";"18";"outdoor";"bridge";"SHINEd_bridge03.jpg";"indoor";"lobby";"SHINEd_lobby04.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1;"vis";"wrong";757.404736016724
"16499";"18";"indoor";"livingroom";"SHINEd_livingroom13.jpg";"outdoor";"train";"SHINEd_train05.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.45;"vis";"wrong";613.44814540189
"16500";"18";"indoor";"church";"SHINEd_church14.jpg";"indoor";"lobby";"SHINEd_lobby01.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.35;"vis";"correct";605.410913208289
"16501";"18";"indoor";"concerthall";"SHINEd_concerthall03.jpg";"outdoor";"playground";"SHINEd_playground05.jpg";"incongruent";"20% (high prime visibility)";"400 ms";0.95;"vis";"wrong";729.445274141653
"16502";"18";"outdoor";"parking";"SHINEd_parking13.jpg";"indoor";"office";"SHINEd_office04.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1;"vis";"wrong";479.436520302443
"16503";"18";"indoor";"restaurant";"SHINEd_restaurant04.jpg";"indoor";"bathroom";"SHINEd_bathroom04.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.05;"vis";"correct";573.427703676316
"16504";"18";"indoor";"livingroom";"SHINEd_livingroom14.jpg";"indoor";"staircase";"SHINEd_staircase03.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.35;"vis";"correct";493.390442506097
"16505";"18";"indoor";"church";"SHINEd_church10.jpg";"indoor";"restaurant";"SHINEd_restaurant02.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.4;"vis";"correct";627.42349941891
"16506";"18";"indoor";"restaurant";"SHINEd_restaurant10.jpg";"outdoor";"train";"SHINEd_train09.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.15;"vis";"wrong";785.436945316178
"16507";"18";"indoor";"office";"SHINEd_office03.jpg";"outdoor";"seaport";"SHINEd_seaport08.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.2;"vis";"correct";629.406395019942
"16508";"18";"outdoor";"playground";"SHINEd_playground13.jpg";"indoor";"corridor";"SHINEd_corridor04.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.25;"vis";"wrong";717.421724502856
"16509";"18";"indoor";"classroom";"SHINEd_classroom07.jpg";"indoor";"bar";"SHINEd_bar04.jpg";"congruent";"100% (low prime visibility)";"400 ms";0.8;"vis";"wrong";895.436184638129
"16510";"18";"indoor";"bar";"SHINEd_bar01.jpg";"outdoor";"woods";"SHINEd_woods06.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.25;"vis";"wrong";619.444827394545
"16511";"18";"indoor";"concerthall";"SHINEd_concerthall03.jpg";"indoor";"bedroom";"SHINEd_bedroom07.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.1;"vis";"correct";627.435573680486
"16512";"18";"indoor";"diningroom";"SHINEd_diningroom13.jpg";"outdoor";"street";"SHINEd_street05.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.5;"vis";"correct";593.464638842306
"16513";"18";"outdoor";"seaport";"SHINEd_seaport03.jpg";"indoor";"restaurant";"SHINEd_restaurant02.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.25;"vis";"wrong";777.39488341922
"16514";"18";"outdoor";"bridge";"SHINEd_bridge03.jpg";"outdoor";"train";"SHINEd_train09.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.2;"vis";"correct";663.443134582849
"16515";"18";"outdoor";"seaport";"SHINEd_seaport14.jpg";"outdoor";"gasstation";"SHINEd_gasstation01.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.4;"vis";"correct";875.453281792943
"16516";"18";"indoor";"livingroom";"SHINEd_livingroom14.jpg";"outdoor";"shopfront";"SHINEd_shopfront07.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.45;"vis";"wrong";723.454931136075
"16517";"18";"indoor";"concerthall";"SHINEd_concerthall14.jpg";"indoor";"restaurant";"SHINEd_restaurant07.jpg";"congruent";"20% (high prime visibility)";"400 ms";0.95;"vis";"correct";853.432545455689
"16518";"18";"indoor";"concerthall";"SHINEd_concerthall14.jpg";"outdoor";"garden";"SHINEd_garden08.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.15;"vis";"wrong";741.457353233272
"16519";"18";"indoor";"restaurant";"SHINEd_restaurant10.jpg";"outdoor";"train";"SHINEd_train09.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.85;"vis";"wrong";567.458792485922
"16520";"18";"indoor";"classroom";"SHINEd_classroom14.jpg";"indoor";"church";"SHINEd_church05.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.3;"vis";"correct";673.459640098372
"16521";"18";"outdoor";"street";"SHINEd_street03.jpg";"indoor";"bathroom";"SHINEd_bathroom02.jpg";"incongruent";"20% (high prime visibility)";"200 ms";0.85;"vis";"wrong";825.437162653543
"16522";"18";"outdoor";"constructionsite";"SHINEd_construction02.jpg";"outdoor";"woods";"SHINEd_woods06.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.5;"vis";"correct";593.459205425461
"16523";"18";"outdoor";"street";"SHINEd_street03.jpg";"outdoor";"constructionsite";"SHINEd_construction06.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.5;"vis";"correct";839.462021142936
"16524";"18";"outdoor";"constructionsite";"SHINEd_construction02.jpg";"indoor";"church";"SHINEd_church07.jpg";"incongruent";"20% (high prime visibility)";"200 ms";0.9;"vis";"wrong";611.468570222314
"16525";"18";"outdoor";"playground";"SHINEd_playground13.jpg";"outdoor";"tenniscourt";"SHINEd_tenniscourt09.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.25;"vis";"correct";1191.42251898938
"16526";"18";"outdoor";"train";"SHINEd_train04.jpg";"outdoor";"street";"SHINEd_street06.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.1;"vis";"correct";1005.45776134277
"16527";"18";"indoor";"concerthall";"SHINEd_concerthall03.jpg";"outdoor";"playground";"SHINEd_playground05.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.1;"vis";"wrong";1369.45177009511
"16528";"18";"indoor";"classroom";"SHINEd_classroom07.jpg";"indoor";"bar";"SHINEd_bar04.jpg";"congruent";"20% (high prime visibility)";"400 ms";0.8;"vis";"correct";719.474952677047
"16529";"18";"indoor";"bathroom";"SHINEd_bathroom06.jpg";"indoor";"corridor";"SHINEd_corridor03.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.05;"vis";"wrong";781.449420444005
"16530";"18";"outdoor";"playground";"SHINEd_playground13.jpg";"outdoor";"tenniscourt";"SHINEd_tenniscourt09.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.45;"vis";"correct";575.475498433661
"16531";"18";"outdoor";"shopfront";"SHINEd_shopfront11.jpg";"outdoor";"house";"SHINEd_house01.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.45;"vis";"correct";547.477700778472
"16532";"18";"indoor";"office";"SHINEd_office13.jpg";"indoor";"bedroom";"SHINEd_bedroom04.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.4;"vis";"correct";517.474066426075
"16533";"18";"indoor";"corridor";"SHINEd_corridor01.jpg";"outdoor";"campsite";"SHINEd_campsite01.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.1;"vis";"wrong";545.481221633054
"16534";"18";"outdoor";"garden";"SHINEd_garden05.jpg";"indoor";"kitchen";"SHINEd_kitchen07.jpg";"incongruent";"100% (low prime visibility)";"400 ms";0.85;"vis";"wrong";859.443716562055
"16535";"18";"indoor";"lobby";"SHINEd_lobby15.jpg";"indoor";"diningroom";"SHINEd_diningroom08.jpg";"congruent";"20% (high prime visibility)";"200 ms";0.85;"vis";"correct";629.462842192879
"16536";"18";"outdoor";"tenniscourt";"SHINEd_tenniscourt03.jpg";"indoor";"livingroom";"SHINEd_livingroom04.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.1;"vis";"correct";619.484068743986
"16537";"18";"outdoor";"campsite";"SHINEd_campsite12.jpg";"outdoor";"shopfront";"SHINEd_shopfront07.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.1;"vis";"correct";819.47911829775
"16538";"18";"outdoor";"bridge";"SHINEd_bridge03.jpg";"outdoor";"train";"SHINEd_train09.jpg";"congruent";"100% (low prime visibility)";"200 ms";0.95;"vis";"correct";793.45606611696
"16539";"18";"outdoor";"constructionsite";"SHINEd_construction09.jpg";"outdoor";"mountain";"SHINEd_mountains04.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.1;"vis";"correct";583.476809699278
"16540";"18";"indoor";"diningroom";"SHINEd_diningroom01.jpg";"indoor";"office";"SHINEd_office04.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.05;"vis";"correct";617.474609768578
"16541";"18";"indoor";"kitchen";"SHINEd_kitchen02.jpg";"indoor";"lobby";"SHINEd_lobby04.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.3;"vis";"correct";737.452924394347
"16542";"18";"indoor";"church";"SHINEd_church10.jpg";"indoor";"restaurant";"SHINEd_restaurant02.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.3;"vis";"wrong";691.48892742669
"16543";"18";"indoor";"library";"SHINEd_library06.jpg";"indoor";"livingroom";"SHINEd_livingroom04.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.2;"vis";"correct";569.500851967859
"16544";"18";"outdoor";"campsite";"SHINEd_campsite10.jpg";"indoor";"corridor";"SHINEd_corridor03.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.3;"vis";"wrong";619.47561676152
"16545";"18";"outdoor";"bridge";"SHINEd_bridge10.jpg";"outdoor";"playground";"SHINEd_playground03.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.45;"vis";"correct";589.518166459129
"16546";"18";"indoor";"corridor";"SHINEd_corridor01.jpg";"outdoor";"campsite";"SHINEd_campsite01.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.4;"vis";"wrong";615.490506740571
"16547";"18";"outdoor";"constructionsite";"SHINEd_construction09.jpg";"indoor";"staircase";"SHINEd_staircase03.jpg";"incongruent";"20% (high prime visibility)";"400 ms";0.9;"vis";"wrong";577.491296397056
"16548";"18";"outdoor";"street";"SHINEd_street03.jpg";"indoor";"bathroom";"SHINEd_bathroom02.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.9;"vis";"wrong";769.50797578229
"16549";"18";"outdoor";"gasstation";"SHINEd_gasstation09.jpg";"outdoor";"tenniscourt";"SHINEd_tenniscourt01.jpg";"congruent";"20% (high prime visibility)";"400 ms";0.8;"vis";"correct";471.489543215284
"16550";"18";"indoor";"diningroom";"SHINEd_diningroom01.jpg";"indoor";"office";"SHINEd_office04.jpg";"congruent";"100% (low prime visibility)";"400 ms";0.8;"vis";"correct";529.503351340281
"16551";"18";"indoor";"concerthall";"SHINEd_concerthall14.jpg";"indoor";"restaurant";"SHINEd_restaurant07.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.05;"vis";"correct";701.498490242557
"16552";"18";"outdoor";"tenniscourt";"SHINEd_tenniscourt03.jpg";"outdoor";"parking";"SHINEd_parking06.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.2;"vis";"correct";713.510267477432
"16553";"18";"outdoor";"mountain";"SHINEd_mountains09.jpg";"outdoor";"gasstation";"SHINEd_gasstation06.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.45;"vis";"wrong";793.49168518911
"16554";"18";"indoor";"office";"SHINEd_office03.jpg";"indoor";"concerthall";"SHINEd_concerthall07.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.4;"vis";"correct";779.523273871746
"16555";"18";"indoor";"library";"SHINEd_library10.jpg";"outdoor";"constructionsite";"SHINEd_construction06.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.3;"vis";"wrong";899.503097780325
"16556";"18";"outdoor";"garden";"SHINEd_garden14.jpg";"indoor";"church";"SHINEd_church05.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.1;"vis";"wrong";1059.51996552449
"16557";"18";"indoor";"kitchen";"SHINEd_kitchen02.jpg";"outdoor";"constructionsite";"SHINEd_construction04.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.15;"vis";"wrong";817.509806240196
"16558";"18";"outdoor";"woods";"SHINEd_woods03.jpg";"outdoor";"garden";"SHINEd_garden04.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.25;"vis";"correct";653.512960037006
"16559";"18";"outdoor";"mountain";"SHINEd_mountains02.jpg";"outdoor";"campsite";"SHINEd_campsite01.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.05;"vis";"correct";593.491202218502
"16560";"18";"outdoor";"bridge";"SHINEd_bridge10.jpg";"indoor";"concerthall";"SHINEd_concerthall06.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.4;"vis";"wrong";995.497703000183
"16561";"18";"outdoor";"street";"SHINEd_street03.jpg";"outdoor";"campsite";"SHINEd_campsite03.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.25;"pri";"correct";754.054128440202
"16562";"18";"outdoor";"seaport";"SHINEd_seaport03.jpg";"outdoor";"woods";"SHINEd_woods15.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.1;"pri";"correct";674.039204653127
"16563";"18";"outdoor";"parking";"SHINEd_parking13.jpg";"outdoor";"train";"SHINEd_train13.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.5;"pri";"correct";514.060974546283
"16564";"18";"outdoor";"street";"SHINEd_street15.jpg";"outdoor";"house";"SHINEd_house06.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.3;"pri";"correct";546.080406862984
"16565";"18";"indoor";"bathroom";"SHINEd_bathroom06.jpg";"outdoor";"shopfront";"SHINEd_shopfront09.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.15;"pri";"correct";698.026536337693
"16566";"18";"indoor";"restaurant";"SHINEd_restaurant04.jpg";"indoor";"bar";"SHINEd_bar08.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.05;"pri";"correct";758.056746140483
"16567";"18";"outdoor";"shopfront";"SHINEd_shopfront11.jpg";"outdoor";"garden";"SHINEd_garden13.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.05;"pri";"correct";542.066620470905
"16568";"18";"indoor";"livingroom";"SHINEd_livingroom13.jpg";"outdoor";"constructionsite";"SHINEd_construction11.jpg";"incongruent";"20% (high prime visibility)";"400 ms";0.9;"pri";"correct";608.060911760276
"16569";"18";"indoor";"lobby";"SHINEd_lobby15.jpg";"outdoor";"seaport";"SHINEd_seaport10.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.3;"pri";"correct";652.022392451272
"16570";"18";"indoor";"staircase";"SHINEd_staircase05.jpg";"indoor";"corridor";"SHINEd_corridor13.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.15;"pri";"correct";510.05352714219
"16571";"18";"outdoor";"house";"SHINEd_house11.jpg";"outdoor";"garden";"SHINEd_garden09.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.5;"pri";"correct";654.087091174006
"16572";"18";"outdoor";"train";"SHINEd_train04.jpg";"indoor";"classroom";"SHINEd_classroom05.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.5;"pri";"correct";610.057994618728
"16573";"18";"outdoor";"train";"SHINEd_train04.jpg";"indoor";"staircase";"SHINEd_staircase14.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.35;"pri";"correct";572.069349254434
"16574";"18";"indoor";"diningroom";"SHINEd_diningroom13.jpg";"indoor";"bar";"SHINEd_bar06.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.45;"pri";"correct";650.075719634515
"16575";"18";"outdoor";"house";"SHINEd_house11.jpg";"outdoor";"campsite";"SHINEd_campsite13.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.05;"pri";"correct";464.083794900944
"16576";"18";"outdoor";"mountain";"SHINEd_mountains09.jpg";"indoor";"kitchen";"SHINEd_kitchen15.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.05;"pri";"correct";644.079339498148
"16577";"18";"outdoor";"parking";"SHINEd_parking13.jpg";"outdoor";"train";"SHINEd_train13.jpg";"congruent";"20% (high prime visibility)";"400 ms";0.8;"pri";"correct";558.071657852906
"16578";"18";"indoor";"office";"SHINEd_office03.jpg";"indoor";"lobby";"SHINEd_lobby09.jpg";"congruent";"20% (high prime visibility)";"400 ms";0.85;"pri";"correct";566.059989286714
"16579";"18";"outdoor";"gasstation";"SHINEd_gasstation09.jpg";"outdoor";"tenniscourt";"SHINEd_tenniscourt10.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.2;"pri";"correct";640.079136650911
"16580";"18";"outdoor";"woods";"SHINEd_woods03.jpg";"indoor";"livingroom";"SHINEd_livingroom02.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.2;"pri";"correct";658.066465920911
"16581";"18";"indoor";"kitchen";"SHINEd_kitchen09.jpg";"outdoor";"parking";"SHINEd_parking11.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.5;"pri";"correct";900.1080182843
"16582";"18";"outdoor";"house";"SHINEd_house11.jpg";"outdoor";"garden";"SHINEd_garden09.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.25;"pri";"correct";704.080872929808
"16583";"18";"indoor";"corridor";"SHINEd_corridor01.jpg";"indoor";"office";"SHINEd_office14.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.45;"pri";"correct";676.080056709452
"16584";"18";"outdoor";"playground";"SHINEd_playground13.jpg";"indoor";"concerthall";"SHINEd_concerthall11.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.1;"pri";"correct";636.095535912773
"16585";"18";"indoor";"church";"SHINEd_church10.jpg";"outdoor";"gasstation";"SHINEd_gasstation02.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1;"pri";"wrong";456.111763720401
"16586";"18";"outdoor";"shopfront";"SHINEd_shopfront01.jpg";"outdoor";"mountain";"SHINEd_mountains05.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.5;"pri";"correct";484.084809138494
"16587";"18";"outdoor";"train";"SHINEd_train04.jpg";"indoor";"bathroom";"SHINEd_bathroom08.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.1;"pri";"correct";482.076557588698
"16588";"18";"outdoor";"shopfront";"SHINEd_shopfront01.jpg";"outdoor";"bridge";"SHINEd_bridge15.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.35;"pri";"correct";366.149761421184
"16589";"18";"outdoor";"seaport";"SHINEd_seaport14.jpg";"outdoor";"campsite";"SHINEd_campsite01.jpg";"congruent";"100% (low prime visibility)";"400 ms";1;"pri";"correct";472.089030300594
"16590";"18";"indoor";"bar";"SHINEd_bar01.jpg";"outdoor";"house";"SHINEd_house12.jpg";"incongruent";"20% (high prime visibility)";"400 ms";0.8;"pri";"correct";524.094082171814
"16591";"18";"outdoor";"woods";"SHINEd_woods10.jpg";"indoor";"corridor";"SHINEd_corridor14.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.1;"pri";"correct";482.073840879821
"16592";"18";"outdoor";"tenniscourt";"SHINEd_tenniscourt08.jpg";"indoor";"diningroom";"SHINEd_diningroom03.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.45;"pri";"wrong";466.118006113447
"16593";"18";"indoor";"diningroom";"SHINEd_diningroom13.jpg";"outdoor";"mountain";"SHINEd_mountains03.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.2;"pri";"correct";672.106417237046
"16594";"18";"indoor";"staircase";"SHINEd_staircase05.jpg";"indoor";"corridor";"SHINEd_corridor13.jpg";"congruent";"20% (high prime visibility)";"200 ms";0.8;"pri";"correct";524.089252467093
"16595";"18";"outdoor";"shopfront";"SHINEd_shopfront01.jpg";"outdoor";"bridge";"SHINEd_bridge15.jpg";"congruent";"100% (low prime visibility)";"200 ms";0.85;"pri";"correct";660.130560930156
"16596";"18";"outdoor";"garden";"SHINEd_garden14.jpg";"indoor";"diningroom";"SHINEd_diningroom14.jpg";"incongruent";"20% (high prime visibility)";"400 ms";0.95;"pri";"correct";604.094818701469
"16597";"18";"indoor";"restaurant";"SHINEd_restaurant10.jpg";"outdoor";"playground";"SHINEd_playground04.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.2;"pri";"correct";646.116569276273
"16598";"18";"outdoor";"seaport";"SHINEd_seaport14.jpg";"indoor";"office";"SHINEd_office05.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.45;"pri";"correct";614.104079660137
"16599";"18";"outdoor";"parking";"SHINEd_parking13.jpg";"indoor";"concerthall";"SHINEd_concerthall13.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.1;"pri";"correct";562.109290911394
"16600";"18";"outdoor";"seaport";"SHINEd_seaport14.jpg";"indoor";"library";"SHINEd_library15.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.8;"pri";"wrong";724.117808095343
"16601";"18";"indoor";"corridor";"SHINEd_corridor15.jpg";"indoor";"restaurant";"SHINEd_restaurant05.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.3;"pri";"wrong";762.097397763682
"16602";"18";"indoor";"classroom";"SHINEd_classroom07.jpg";"indoor";"concerthall";"SHINEd_concerthall01.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.35;"pri";"correct";518.082005495216
"16603";"18";"outdoor";"gasstation";"SHINEd_gasstation05.jpg";"indoor";"classroom";"SHINEd_classroom10.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.3;"pri";"correct";532.071546770112
"16604";"18";"outdoor";"tenniscourt";"SHINEd_tenniscourt08.jpg";"outdoor";"parking";"SHINEd_parking09.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.4;"pri";"correct";708.100998308964
"16605";"18";"outdoor";"woods";"SHINEd_woods10.jpg";"indoor";"lobby";"SHINEd_lobby04.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.1;"pri";"correct";588.100346298233
"16606";"18";"outdoor";"constructionsite";"SHINEd_construction02.jpg";"indoor";"staircase";"SHINEd_staircase01.jpg";"incongruent";"100% (low prime visibility)";"400 ms";0.85;"pri";"correct";718.101203571223
"16607";"18";"indoor";"kitchen";"SHINEd_kitchen02.jpg";"indoor";"office";"SHINEd_office10.jpg";"congruent";"100% (low prime visibility)";"200 ms";1;"pri";"correct";640.109624161141
"16608";"18";"outdoor";"shopfront";"SHINEd_shopfront01.jpg";"outdoor";"mountain";"SHINEd_mountains05.jpg";"congruent";"20% (high prime visibility)";"400 ms";1;"pri";"correct";642.11153672386
"16609";"18";"indoor";"corridor";"SHINEd_corridor15.jpg";"indoor";"concerthall";"SHINEd_concerthall02.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.1;"pri";"correct";640.07974036349
"16610";"18";"outdoor";"bridge";"SHINEd_bridge03.jpg";"outdoor";"playground";"SHINEd_playground11.jpg";"congruent";"100% (low prime visibility)";"200 ms";0.8;"pri";"correct";754.103331056285
"16611";"18";"outdoor";"constructionsite";"SHINEd_construction09.jpg";"indoor";"restaurant";"SHINEd_restaurant15.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.1;"pri";"correct";610.06644660165
"16612";"18";"outdoor";"street";"SHINEd_street15.jpg";"indoor";"concerthall";"SHINEd_concerthall05.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.4;"pri";"wrong";682.106924356049
"16613";"18";"indoor";"concerthall";"SHINEd_concerthall14.jpg";"indoor";"classroom";"SHINEd_classroom09.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.4;"pri";"correct";796.086745850516
"16614";"18";"indoor";"diningroom";"SHINEd_diningroom13.jpg";"outdoor";"garden";"SHINEd_garden03.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.8;"pri";"correct";640.094833190687
"16615";"18";"indoor";"diningroom";"SHINEd_diningroom13.jpg";"outdoor";"mountain";"SHINEd_mountains03.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.45;"pri";"correct";736.13773545685
"16616";"18";"indoor";"classroom";"SHINEd_classroom07.jpg";"indoor";"concerthall";"SHINEd_concerthall01.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.25;"pri";"correct";606.114540800263
